origin,dest,route,n_obs,total_pax,mean_fare,std_fare,fare_cv,n_carriers,avg_distance,avg_coupons,dist_band,carriers_list
LAX,ASE,LAX-ASE,400,528.0,292.34,180.91,0.6188,4,757.0,1.08,medium,"AA,DL,OO,UA"
ASE,DFW,ASE-DFW,166,267.0,503.4,320.52,0.6367,4,714.0,1.14,medium,"AA,OO,UA,YV"
LAX,LEX,LAX-LEX,321,335.0,347.27,267.47,0.7702,10,2169.0,2.02,long,"9E,AA,DL,G7,MQ,OH,OO,UA,YX,ZW"
ELP,PBI,ELP-PBI,70,73.0,375.27,273.36,0.7284,6,1780.0,2.06,long,"AA,DL,MQ,OO,WN,YV"
LAX,DFW,LAX-DFW,4541,15334.0,280.42,243.21,0.8673,11,1277.0,1.15,medium,"9E,AA,AS,DL,F9,MQ,NK,OO,UA,YV,YX"
ELP,FAT,ELP-FAT,121,128.0,290.17,127.8,0.4404,4,864.0,2.01,medium,"AA,MQ,OO,WN"
FAT,ELP,FAT-ELP,122,128.0,284.73,162.76,0.5716,5,913.0,2.0,medium,"AA,MQ,OO,UA,WN"
ELP,LIH,ELP-LIH,28,29.0,365.6,200.02,0.5471,4,3353.0,2.11,long,"AA,MQ,OO,WN"
LIH,ELP,LIH-ELP,23,24.0,380.7,109.2,0.2869,5,3377.0,2.09,long,"AA,MQ,OO,UA,WN"
LAX,IAH,LAX-IAH,4012,12887.0,261.68,195.68,0.7478,12,1416.0,1.15,medium,"AA,AS,C5,DL,F9,MQ,NK,OO,UA,WN,YV,YX"
ELP,JFK,ELP-JFK,143,185.0,402.21,202.94,0.5046,5,2175.0,2.11,long,"AA,DL,MQ,OO,QX"
JFK,ELP,JFK-ELP,104,115.0,402.09,227.36,0.5654,6,2028.0,2.07,long,"AA,AS,DL,MQ,OO,YX"
LAX,JAX,LAX-JAX,1240,1572.0,304.94,262.73,0.8616,11,2318.0,1.9,long,"AA,B6,DL,F9,MQ,MX,OO,SY,UA,WN,YV"
PDX,ELP,PDX-ELP,284,314.0,278.38,154.91,0.5565,9,1470.0,2.0,medium,"AA,AS,F9,MQ,OO,QX,UA,WN,YV"
LAX,PHX,LAX-PHX,3966,11423.0,169.0,163.04,0.9647,7,372.0,1.02,short,"AA,DL,F9,NK,OO,UA,WN"
ELP,YUM,ELP-YUM,29,36.0,407.38,154.1,0.3783,3,532.0,2.03,medium,"AA,MQ,OO"
SMF,ELP,SMF-ELP,327,345.0,226.96,113.44,0.4998,6,1046.0,1.92,medium,"AA,F9,MQ,OO,UA,WN"
LAX,TUL,LAX-TUL,947,1350.0,242.23,163.49,0.6749,10,1384.0,1.47,medium,"9E,AA,DL,G4,MQ,OH,OO,UA,WN,YV"
LAX,TUS,LAX-TUS,1296,2470.0,197.67,102.98,0.521,4,460.0,1.09,short,"AA,MQ,OO,WN"
ELP,ATW,ELP-ATW,24,24.0,347.7,198.41,0.5706,7,1564.0,2.21,long,"AA,DL,MQ,OO,UA,YV,ZW"
ELP,BUF,ELP-BUF,67,67.0,348.09,171.58,0.4929,6,1958.0,2.13,long,"AA,DL,MQ,OO,UA,WN"
ELP,CAE,ELP-CAE,84,96.0,372.83,216.23,0.58,7,1526.0,2.04,long,"AA,DL,MQ,OO,PT,YV,ZW"
CMH,ELP,CMH-ELP,191,203.0,304.64,188.12,0.6175,8,1623.0,2.0,long,"AA,DL,MQ,OO,UA,WN,YV,YX"
ORD,XWA,ORD-XWA,28,29.0,317.95,165.7,0.5212,3,1091.0,2.04,medium,"DL,OO,UA"
ELP,FWA,ELP-FWA,28,28.0,487.34,212.69,0.4364,5,1491.0,2.04,medium,"AA,DL,MQ,OO,UA"
FWA,ELP,FWA-ELP,23,23.0,397.0,165.53,0.417,5,1507.0,2.0,long,"AA,DL,MQ,OO,UA"
GSO,ELP,GSO-ELP,81,82.0,285.15,172.19,0.6039,6,1629.0,2.05,long,"AA,DL,MQ,OO,PT,UA"
ORD,MFE,ORD-MFE,308,377.0,290.99,156.37,0.5374,7,1268.0,2.03,medium,"AA,C5,DL,MQ,OO,UA,YV"
LGA,TUL,LGA-TUL,683,923.0,295.89,184.25,0.6227,10,1353.0,1.63,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YV,YX"
TUL,ELP,TUL-ELP,147,166.0,229.46,127.52,0.5557,8,912.0,1.99,medium,"AA,C5,MQ,OH,OO,UA,WN,YV"
MDT,ELP,MDT-ELP,50,50.0,392.2,248.05,0.6324,7,1827.0,2.18,long,"AA,DL,MQ,OO,PT,UA,ZW"
MSN,ELP,MSN-ELP,57,60.0,263.73,150.52,0.5707,5,1431.0,2.04,medium,"AA,DL,MQ,OO,UA"
MSN,ROC,MSN-ROC,57,57.0,297.42,130.21,0.4378,10,765.0,2.0,medium,"9E,AA,DL,MQ,OH,OO,PT,UA,YX,ZW"
ORF,ELP,ORF-ELP,159,175.0,319.79,211.32,0.6608,8,1824.0,2.03,long,"AA,DL,MQ,OO,PT,UA,WN,YV"
ELP,PVD,ELP-PVD,61,63.0,390.95,170.41,0.4359,9,2149.0,2.23,long,"AA,DL,G7,MQ,OH,OO,UA,WN,YX"
ELP,ROA,ELP-ROA,29,30.0,387.0,157.45,0.4068,5,1741.0,2.41,long,"AA,DL,OO,PT,YV"
ROA,ELP,ROA-ELP,30,31.0,402.04,234.9,0.5843,5,1731.0,2.37,long,"AA,DL,OO,PT,YV"
ELP,ROC,ELP-ROC,36,36.0,442.87,216.8,0.4895,8,1953.0,2.25,long,"AA,DL,G7,MQ,OO,UA,WN,YV"
ROC,ELP,ROC-ELP,43,43.0,394.38,200.56,0.5085,9,2014.0,2.28,long,"AA,C5,DL,G7,MQ,OO,PT,UA,WN"
ELP,SBN,ELP-SBN,29,31.0,310.91,160.21,0.5153,5,1487.0,2.14,medium,"AA,DL,MQ,OO,YV"
ELP,SYR,ELP-SYR,70,77.0,366.02,274.35,0.7496,8,1979.0,2.21,long,"AA,DL,F9,MQ,OO,PT,UA,WN"
SYR,ELP,SYR-ELP,70,76.0,335.69,156.19,0.4653,9,1972.0,2.1,long,"9E,AA,DL,F9,MQ,OO,PT,UA,WN"
ELP,PHX,ELP-PHX,918,1914.0,179.8,94.55,0.5259,5,354.0,1.02,short,"AA,F9,MQ,OO,WN"
PHX,ABQ,PHX-ABQ,1486,3911.0,187.59,101.26,0.5398,4,328.0,1.0,short,"AA,MQ,OO,WN"
BOI,ELP,BOI-ELP,118,123.0,252.47,124.89,0.4947,6,1139.0,2.02,medium,"AA,MQ,OO,QX,UA,WN"
BUR,ELP,BUR-ELP,142,164.0,217.23,106.72,0.4913,4,787.0,1.82,medium,"AA,MQ,OO,WN"
ELP,PNS,ELP-PNS,108,118.0,278.73,164.23,0.5892,8,1250.0,2.01,medium,"AA,DL,F9,MQ,OO,UA,WN,YV"
PHX,ELP,PHX-ELP,900,1855.0,185.17,111.36,0.6014,4,347.0,1.0,short,"AA,MQ,OO,WN"
EUG,ELP,EUG-ELP,50,51.0,230.4,144.65,0.6278,6,1355.0,2.04,medium,"AA,MQ,OO,QX,UA,WN"
ELP,MRY,ELP-MRY,21,21.0,389.03,254.93,0.6553,3,1058.0,2.05,medium,"AA,MQ,OO"
ELP,PSP,ELP-PSP,69,74.0,227.64,118.56,0.5208,4,723.0,2.01,medium,"AA,MQ,OO,WN"
PSP,ELP,PSP-ELP,66,70.0,220.97,116.13,0.5255,5,738.0,2.02,medium,"AA,MQ,OO,UA,WN"
ELP,SBP,ELP-SBP,23,23.0,378.4,201.92,0.5336,3,930.0,2.0,medium,"AA,MQ,OO"
SBP,ELP,SBP-ELP,21,21.0,334.95,139.29,0.4158,3,885.0,2.05,medium,"AA,MQ,OO"
SFO,MFE,SFO-MFE,121,124.0,404.97,243.91,0.6023,7,1944.0,2.07,long,"AA,C5,DL,MQ,OO,UA,YV"
SGU,DFW,SGU-DFW,123,156.0,343.22,201.7,0.5877,3,1057.0,1.36,medium,"AA,DL,OO"
SMF,DFW,SMF-DFW,1425,2757.0,321.62,223.16,0.6938,10,1470.0,1.32,medium,"AA,AS,DL,F9,MQ,NK,OO,QX,UA,YV"
SMF,MFE,SMF-MFE,59,66.0,300.84,142.22,0.4727,4,1887.0,1.97,long,"AA,MQ,OO,UA"
ELP,SNA,ELP-SNA,215,248.0,244.91,114.62,0.468,6,744.0,1.99,medium,"AA,F9,MQ,OO,UA,WN"
SNA,ELP,SNA-ELP,198,233.0,243.41,108.21,0.4445,6,785.0,1.95,medium,"AA,F9,MQ,OO,UA,WN"
ELP,TUS,ELP-TUS,26,26.0,262.29,71.63,0.2731,3,457.0,2.0,short,"AA,MQ,OO"
TUS,ELP,TUS-ELP,24,24.0,261.53,73.29,0.2802,3,457.0,2.0,short,"AA,MQ,OO"
YUM,ELP,YUM-ELP,20,22.0,380.05,138.6,0.3647,3,507.0,2.0,medium,"AA,MQ,OO"
ESC,DTW,ESC-DTW,36,90.0,114.13,67.47,0.5912,1,306.0,1.0,short,OO
DTW,ESC,DTW-ESC,47,108.0,131.86,110.66,0.8393,2,340.0,1.06,short,"DL,OO"
GRR,MSP,GRR-MSP,924,1273.0,274.88,129.12,0.4697,11,415.0,1.08,short,"9E,AA,DL,G7,MQ,OO,SY,UA,WN,YX,ZW"
MSP,ESC,MSP-ESC,42,65.0,124.71,92.3,0.7401,2,304.0,1.0,short,"DL,OO"
PWM,ATL,PWM-ATL,699,959.0,355.58,203.77,0.5731,14,1064.0,1.56,medium,"9E,AA,B6,C5,DL,F9,G7,OH,OO,PT,UA,WN,YV,YX"
SAT,ATW,SAT-ATW,90,90.0,245.73,154.75,0.6298,7,1317.0,2.03,medium,"9E,AA,DL,MQ,OO,UA,ZW"
ESC,MSP,ESC-MSP,42,67.0,118.27,79.57,0.6728,1,304.0,1.0,short,OO
ATL,TUL,ATL-TUL,769,1021.0,280.9,151.88,0.5407,9,760.0,1.25,medium,"9E,AA,DL,MQ,OH,OO,UA,WN,YV"
CLT,MQT,CLT-MQT,31,31.0,286.19,191.11,0.6677,6,905.0,2.06,medium,"9E,AA,DL,MQ,OH,OO"
CLT,MSP,CLT-MSP,1817,3846.0,245.37,151.69,0.6182,13,940.0,1.11,medium,"9E,AA,DL,F9,MQ,OH,OO,PT,SY,UA,WN,YV,YX"
EUG,LAX,EUG-LAX,583,779.0,243.25,137.25,0.5643,7,846.0,1.41,medium,"AA,AS,DL,OO,QX,UA,WN"
LAX,EUG,LAX-EUG,599,789.0,245.36,137.68,0.5611,7,848.0,1.43,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,IAD,EUG-IAD,125,127.0,369.7,219.88,0.5947,7,2608.0,2.05,long,"AA,AS,DL,OO,QX,UA,WN"
IAD,EUG,IAD-EUG,127,132.0,404.37,329.17,0.814,7,2629.0,2.07,long,"AS,DL,OH,OO,QX,UA,WN"
EUG,LAS,EUG-LAS,837,1172.0,177.77,122.61,0.6897,8,803.0,1.37,medium,"AA,AS,DL,G4,OO,QX,UA,WN"
LAS,EUG,LAS-EUG,874,1223.0,179.89,118.96,0.6613,8,799.0,1.38,medium,"AA,AS,DL,G4,OO,QX,UA,WN"
EUG,SFO,EUG-SFO,502,957.0,194.87,104.16,0.5345,6,483.0,1.07,short,"AS,DL,OO,QX,UA,WN"
EUG,PHX,EUG-PHX,777,993.0,227.17,134.75,0.5932,7,1041.0,1.47,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,ABQ,EUG-ABQ,115,117.0,233.16,129.71,0.5563,7,1313.0,2.03,medium,"AA,AS,DL,OO,QX,UA,WN"
ABQ,EUG,ABQ-EUG,121,125.0,238.37,136.58,0.573,8,1297.0,2.0,medium,"AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,AUS,EUG-AUS,366,445.0,251.34,209.31,0.8328,9,1833.0,1.87,long,"AA,AS,DL,G4,MQ,OO,QX,UA,WN"
EUG,CLT,EUG-CLT,122,126.0,363.37,203.4,0.5598,8,2488.0,2.13,long,"AA,AS,DL,MQ,OO,QX,UA,WN"
AUS,EUG,AUS-EUG,360,448.0,249.61,215.37,0.8628,9,1849.0,1.89,long,"AA,AS,DL,G4,MQ,OO,QX,UA,WN"
EUG,BOS,EUG-BOS,182,191.0,438.31,261.12,0.5958,7,2787.0,2.02,long,"AA,AS,DL,OO,QX,UA,WN"
BOS,EUG,BOS-EUG,198,210.0,440.17,271.66,0.6172,7,2853.0,2.05,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,CHS,EUG-CHS,41,42.0,348.99,185.7,0.5321,9,2549.0,2.22,long,"9E,AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,DCA,EUG-DCA,109,114.0,438.77,234.22,0.5338,7,2645.0,2.13,long,"AA,AS,DL,OO,QX,UA,WN"
DCA,EUG,DCA-EUG,114,116.0,449.86,277.64,0.6172,7,2669.0,2.07,long,"AA,AS,DL,OO,QX,UA,WN"
CLT,EUG,CLT-EUG,113,116.0,337.93,143.64,0.425,7,2549.0,2.12,long,"AA,AS,DL,OO,UA,WN,YX"
CLT,PHX,CLT-PHX,2617,4588.0,348.38,251.14,0.7209,13,1867.0,1.51,long,"9E,AA,DL,F9,MQ,NK,OH,OO,SY,UA,WN,YV,YX"
EUG,DFW,EUG-DFW,277,315.0,362.1,215.08,0.594,6,1676.0,1.41,long,"AA,AS,MQ,OO,QX,UA"
DFW,EUG,DFW-EUG,297,345.0,353.3,214.25,0.6064,7,1683.0,1.38,long,"AA,AS,DL,MQ,OO,QX,UA"
EUG,IAH,EUG-IAH,150,151.0,366.72,205.0,0.559,7,1905.0,2.02,long,"AA,AS,DL,OO,QX,UA,WN"
IAH,EUG,IAH-EUG,163,165.0,392.06,214.67,0.5476,8,1937.0,2.01,long,"AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,MSY,EUG-MSY,120,126.0,326.62,187.81,0.575,7,2167.0,2.06,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,DSM,EUG-DSM,51,52.0,435.62,331.4,0.7608,5,1749.0,2.0,long,"AA,MQ,OO,UA,WN"
PHX,EUG,PHX-EUG,831,1036.0,235.34,147.46,0.6266,8,1035.0,1.44,medium,"AA,AS,DL,MQ,OO,QX,UA,WN"
FLG,EUG,FLG-EUG,22,22.0,361.11,163.77,0.4535,2,1071.0,2.0,medium,"AA,OO"
EUG,HNL,EUG-HNL,161,179.0,355.82,225.91,0.6349,6,2891.0,2.01,long,"AS,DL,OO,QX,UA,WN"
HNL,EUG,HNL-EUG,162,175.0,362.27,218.64,0.6035,7,2896.0,2.02,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,JFK,EUG-JFK,131,135.0,380.75,241.73,0.6349,6,2658.0,2.07,long,"9E,AA,AS,DL,OO,QX"
EUG,MCI,EUG-MCI,205,213.0,267.9,166.42,0.6212,8,1756.0,2.0,long,"AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,MIA,EUG-MIA,83,87.0,340.27,195.13,0.5735,5,2795.0,2.11,long,"AA,OO,QX,UA,WN"
MIA,EUG,MIA-EUG,85,88.0,315.61,188.65,0.5977,6,2806.0,2.08,long,"AA,DL,OO,QX,UA,WN"
MSY,EUG,MSY-EUG,119,123.0,339.55,224.39,0.6608,7,2156.0,2.03,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,ONT,EUG-ONT,211,235.0,210.94,122.56,0.581,7,932.0,2.0,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,ORD,EUG-ORD,253,266.0,315.58,198.1,0.6277,7,2041.0,2.06,long,"AA,AS,DL,OO,QX,UA,WN"
ORD,EUG,ORD-EUG,243,252.0,318.14,206.09,0.6478,7,2072.0,2.05,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,PHL,EUG-PHL,171,174.0,394.65,271.86,0.6889,7,2712.0,2.12,long,"AA,AS,DL,OO,QX,UA,WN"
PHL,EUG,PHL-EUG,169,180.0,359.27,237.37,0.6607,7,2771.0,2.07,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,PSP,EUG-PSP,216,245.0,173.65,137.41,0.7913,7,924.0,1.77,medium,"AA,AS,OO,QX,UA,WN,XP"
EUG,SAN,EUG-SAN,649,882.0,226.46,120.86,0.5337,7,916.0,1.48,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,SAT,EUG-SAT,150,158.0,291.18,177.59,0.6099,7,1816.0,1.99,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,SBA,EUG-SBA,88,97.0,188.79,128.67,0.6816,5,782.0,2.02,medium,"AA,OO,QX,UA,WN"
SBA,EUG,SBA-EUG,81,83.0,214.03,155.54,0.7267,6,826.0,2.0,medium,"AA,AS,OO,QX,UA,WN"
EUG,SBP,EUG-SBP,35,35.0,259.55,110.75,0.4267,4,931.0,2.0,medium,"AA,OO,QX,UA"
SBP,PHX,SBP-PHX,498,624.0,244.99,120.92,0.4936,4,511.0,1.05,medium,"AA,MQ,OO,UA"
EUG,SLC,EUG-SLC,363,495.0,253.49,125.4,0.4947,7,747.0,1.31,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,SNA,EUG-SNA,501,698.0,175.1,128.14,0.7318,8,889.0,1.6,medium,"AA,AS,DL,G4,OO,QX,UA,WN"
EUG,STL,EUG-STL,161,171.0,281.21,172.57,0.6137,7,1920.0,2.01,long,"AA,AS,DL,OO,QX,UA,WN"
STL,EUG,STL-EUG,165,179.0,295.25,185.43,0.628,8,1951.0,2.01,long,"AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,TUL,EUG-TUL,93,98.0,280.65,152.1,0.542,5,1705.0,2.1,long,"AA,MQ,OO,UA,WN"
TUL,EUG,TUL-EUG,106,113.0,272.65,147.83,0.5422,5,1675.0,2.06,long,"AA,MQ,OO,UA,WN"
EUG,TUS,EUG-TUS,131,139.0,278.89,149.96,0.5377,7,1231.0,2.02,medium,"AA,AS,MQ,OO,QX,UA,WN"
TUS,EUG,TUS-EUG,132,147.0,273.22,131.9,0.4827,8,1190.0,2.03,medium,"AA,AS,DL,MQ,OO,QX,UA,WN"
SAN,EUG,SAN-EUG,654,916.0,231.38,126.99,0.5488,7,915.0,1.43,medium,"AA,AS,DL,OO,QX,UA,WN"
EUG,KOA,EUG-KOA,101,110.0,335.44,243.81,0.7268,5,2933.0,2.0,long,"AS,OO,QX,UA,WN"
KOA,EUG,KOA-EUG,107,122.0,331.58,216.42,0.6527,7,2945.0,2.05,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,LIH,EUG-LIH,80,87.0,352.9,217.32,0.6158,5,3022.0,2.02,long,"AS,OO,QX,UA,WN"
LIH,BZN,LIH-BZN,71,73.0,416.88,308.19,0.7393,7,3497.0,2.13,long,"AA,AS,DL,OO,QX,UA,WN"
LIH,EUG,LIH-EUG,71,77.0,348.82,281.17,0.8061,6,2921.0,2.04,long,"AS,DL,OO,QX,UA,WN"
EUG,MCO,EUG-MCO,185,190.0,380.02,233.87,0.6154,7,2638.0,2.03,long,"AA,AS,DL,OO,QX,UA,WN"
MCO,EUG,MCO-EUG,196,204.0,356.37,214.44,0.6017,7,2662.0,2.03,long,"AA,AS,DL,OO,QX,UA,WN"
SAN,PDX,SAN-PDX,2728,6219.0,229.04,126.98,0.5544,9,985.0,1.35,medium,"AA,AS,DL,F9,NK,OO,QX,UA,WN"
EUG,SEA,EUG-SEA,503,735.0,189.81,101.73,0.536,3,234.0,1.01,short,"AS,OO,QX"
EUG,ANC,EUG-ANC,134,175.0,375.7,196.47,0.5229,4,1691.0,2.01,long,"AS,DL,OO,QX"
ANC,EUG,ANC-EUG,127,176.0,379.64,207.48,0.5465,5,1698.0,2.01,long,"AS,DL,OO,QX,UA"
EUG,ATL,EUG-ATL,234,247.0,343.42,204.57,0.5957,7,2325.0,2.05,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,BHM,EUG-BHM,43,44.0,361.2,207.82,0.5754,5,2176.0,2.14,long,"AA,MQ,OO,UA,WN"
BHM,EUG,BHM-EUG,40,41.0,422.7,300.48,0.7109,6,2240.0,2.12,long,"AA,MQ,OH,OO,UA,WN"
ATL,EUG,ATL-EUG,231,239.0,349.3,213.54,0.6114,7,2372.0,2.07,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,BWI,EUG-BWI,140,150.0,381.37,234.57,0.6151,7,2606.0,2.09,long,"AA,AS,DL,OO,QX,UA,WN"
ATL,BOI,ATL-BOI,651,811.0,369.84,195.45,0.5285,11,1955.0,1.53,long,"AA,AS,DL,MQ,NK,OH,OO,QX,UA,WN,YX"
EUG,JAX,EUG-JAX,54,57.0,468.15,313.47,0.6696,5,2502.0,2.09,long,"AA,DL,OO,UA,WN"
JAX,EUG,JAX-EUG,52,55.0,469.68,340.5,0.725,5,2564.0,2.08,long,"AA,DL,OO,UA,WN"
EUG,MEM,EUG-MEM,50,50.0,340.5,162.97,0.4786,6,2009.0,2.1,long,"AA,DL,OH,OO,UA,WN"
EUG,ORF,EUG-ORF,42,42.0,498.79,324.92,0.6514,7,2812.0,2.4,long,"9E,AA,DL,OO,QX,UA,WN"
EUG,RDU,EUG-RDU,131,138.0,356.71,198.03,0.5552,7,2569.0,2.08,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,RIC,EUG-RIC,31,31.0,427.51,159.17,0.3723,5,2606.0,2.1,long,"AA,DL,OO,UA,WN"
EUG,RSW,EUG-RSW,29,31.0,402.73,198.99,0.4941,3,2645.0,2.03,long,"AA,OO,UA"
RSW,EUG,RSW-EUG,33,33.0,382.91,221.66,0.5789,4,2676.0,2.12,long,"AA,DL,OO,UA"
EUG,TPA,EUG-TPA,104,111.0,389.16,312.78,0.8037,7,2637.0,2.07,long,"AA,AS,DL,OO,QX,UA,WN"
TPA,EUG,TPA-EUG,118,123.0,361.35,260.18,0.72,7,2597.0,2.06,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,BIL,EUG-BIL,31,31.0,387.28,189.67,0.4897,4,950.0,2.03,medium,"DL,OO,QX,UA"
BIL,EUG,BIL-EUG,29,29.0,382.15,237.27,0.6209,4,983.0,2.03,medium,"DL,OO,QX,UA"
EUG,BNA,EUG-BNA,228,249.0,321.75,184.69,0.574,7,2125.0,2.01,long,"AA,AS,DL,OO,QX,UA,WN"
BNA,EUG,BNA-EUG,217,237.0,334.07,204.95,0.6135,7,2153.0,2.04,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,BOI,EUG-BOI,135,140.0,238.97,117.76,0.4928,3,635.0,2.01,medium,"AS,OO,QX"
BOI,EUG,BOI-EUG,147,156.0,237.89,118.09,0.4964,4,631.0,2.0,medium,"AS,OO,QX,UA"
SLC,EUG,SLC-EUG,363,491.0,252.8,131.16,0.5188,6,771.0,1.34,medium,"AS,DL,OO,QX,UA,WN"
EUG,LIT,EUG-LIT,52,53.0,354.2,257.38,0.7267,6,1879.0,2.1,long,"AA,AS,MQ,OO,UA,WN"
LIT,EUG,LIT-EUG,38,38.0,353.8,197.47,0.5581,7,1845.0,2.03,long,"AA,C5,MQ,OH,OO,UA,WN"
EUG,BUR,EUG-BUR,721,1310.0,150.4,90.67,0.6028,7,773.0,1.38,medium,"AA,AS,OO,QX,UA,WN,XP"
BUR,EUG,BUR-EUG,733,1345.0,147.37,82.69,0.5611,7,758.0,1.3,medium,"AS,DL,OO,QX,UA,WN,XP"
EUG,BZN,EUG-BZN,62,62.0,248.83,169.57,0.6815,5,860.0,2.02,medium,"AS,DL,OO,QX,UA"
BZN,EUG,BZN-EUG,56,56.0,213.88,127.47,0.596,4,791.0,2.04,medium,"AS,DL,OO,QX"
EUG,CVG,EUG-CVG,83,87.0,380.1,225.66,0.5937,7,2120.0,2.01,long,"AA,AS,DL,OO,QX,UA,WN"
CVG,EUG,CVG-EUG,82,85.0,357.73,216.35,0.6048,6,2183.0,2.01,long,"AA,AS,DL,OO,QX,UA"
CHS,EUG,CHS-EUG,47,50.0,360.06,214.95,0.597,9,2562.0,2.11,long,"9E,AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,DEN,EUG-DEN,746,974.0,241.55,132.79,0.5498,7,1091.0,1.29,medium,"AA,AS,DL,OO,QX,UA,WN"
DEN,EUG,DEN-EUG,786,1016.0,238.59,128.82,0.5399,8,1070.0,1.24,medium,"AA,AS,DL,OO,QX,UA,WN,YV"
EUG,DTW,EUG-DTW,140,150.0,379.9,197.52,0.5199,7,2152.0,2.04,long,"AA,AS,DL,OO,QX,UA,WN"
JFK,EUG,JFK-EUG,120,127.0,387.09,230.31,0.595,6,2725.0,2.06,long,"9E,AA,AS,DL,OO,QX"
EUG,GRR,EUG-GRR,37,37.0,346.49,202.66,0.5849,4,2052.0,2.11,long,"AA,OO,UA,WN"
DTW,EUG,DTW-EUG,145,150.0,380.68,199.05,0.5229,8,2173.0,2.03,long,"AA,AS,DL,MQ,OO,QX,UA,WN"
EUG,FAI,EUG-FAI,37,42.0,383.5,217.84,0.568,3,1775.0,2.08,long,"AS,OO,QX"
FAI,EUG,FAI-EUG,35,37.0,367.5,217.07,0.5907,5,1767.0,2.0,long,"AS,DL,HA,OO,QX"
EUG,FAT,EUG-FAT,56,59.0,281.57,145.62,0.5172,6,798.0,2.02,medium,"AA,AS,OO,QX,UA,WN"
EUG,FLL,EUG-FLL,73,79.0,408.62,378.53,0.9264,6,2837.0,2.07,long,"AA,AS,OO,QX,UA,WN"
FLL,EUG,FLL-EUG,64,66.0,364.28,253.88,0.6969,7,2803.0,2.14,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,GEG,EUG-GEG,139,149.0,231.43,116.64,0.504,3,457.0,2.01,short,"AS,OO,QX"
GEG,EUG,GEG-EUG,125,132.0,221.2,96.3,0.4354,3,457.0,2.0,short,"AS,OO,QX"
GEG,PHX,GEG-PHX,1778,2790.0,232.54,141.13,0.6069,8,1082.0,1.27,medium,"AA,AS,DL,OO,QX,UA,WN,YV"
SYR,EUG,SYR-EUG,25,25.0,476.57,169.39,0.3554,5,2740.0,2.52,long,"9E,AA,C5,OO,UA"
EUG,JNU,EUG-JNU,33,35.0,297.15,190.39,0.6407,3,1130.0,2.06,medium,"AS,OO,QX"
JNU,EUG,JNU-EUG,33,34.0,311.76,205.41,0.6589,4,1142.0,2.06,medium,"AS,DL,OO,QX"
EUG,KTN,EUG-KTN,32,41.0,319.5,195.64,0.6123,3,914.0,2.0,medium,"AS,OO,QX"
EUG,DAL,EUG-DAL,147,160.0,232.48,140.8,0.6057,4,1779.0,2.01,long,"AS,OO,QX,WN"
DAL,EUG,DAL-EUG,149,167.0,241.14,142.88,0.5925,3,1809.0,2.01,long,"AS,OO,WN"
SEA,MFR,SEA-MFR,636,1067.0,169.93,99.47,0.5854,5,354.0,1.04,short,"AS,DL,OO,QX,UA"
EUG,MSO,EUG-MSO,41,41.0,256.98,149.55,0.582,3,644.0,2.0,medium,"AS,OO,QX"
MSO,EUG,MSO-EUG,39,39.0,251.31,150.59,0.5992,3,634.0,2.0,medium,"AS,OO,QX"
EUG,MSP,EUG-MSP,209,221.0,301.19,178.8,0.5937,7,1670.0,2.01,long,"AA,AS,DL,OO,QX,UA,WN"
EUG,AVL,EUG-AVL,30,30.0,388.5,234.7,0.6041,5,2404.0,2.17,long,"AA,DL,OH,OO,UA"
EUG,CMH,EUG-CMH,75,75.0,365.67,298.43,0.8161,6,2347.0,2.12,long,"AA,AS,OO,QX,UA,WN"
CMH,EUG,CMH-EUG,75,75.0,355.43,235.85,0.6636,7,2347.0,2.07,long,"9E,AA,AS,OO,QX,UA,WN"
EUG,FAR,EUG-FAR,23,23.0,396.24,204.69,0.5166,4,1796.0,2.3,long,"DL,MQ,OO,UA"
FAR,EUG,FAR-EUG,21,21.0,364.12,152.9,0.4199,4,1754.0,2.24,long,"DL,MQ,OO,UA"
